Alyssa,Casimir,2.04,40
Genevra,Susannah,4.47,37
Riannon,Hailee,2.44,38
Florie,Reinke,4.44,39
Dulce,Phi,4.08,28
Kelly,Tomasina,2.73,25
Shannah,Kirstin,4.14,25
Mathilda,Chobot,4.09,38
Candi,Brunell,4.82,23
Ethel,Joeann,2.75,33
Jerry,Burkle,4.72,23
Sophia,Hortensia,3.1,15
Raf,Matthew,4.16,36
Correy,Huggins,2.22,24
Olwen,Yam,2.34,40
Starla,Secrest,3.25,20
Pearline,Dulciana,4.5,12
Kimberley,Toffic,2.69,29
Dorice,Tomasina,4.7,28
Karena,Faso,4.98,15
Binny,Wattenberg,3.44,25
Valli,Nadia,3.01,30
Lynea,Hubert,2.12,11
Teriann,Erskine,4.15,27
Marcelline,Sasnett,4.64,13
Siana,Helve,4.11,25
Grier,Bollay,4.25,18
Susan,Toni,2.34,30
Jemie,Vanni,3.58,11
Chere,Millda,3.06,24
Kathi,Gwenore,4.45,39
Valli,Uird,2.95,30
Donetta,Florina,2.5,36
Willetta,Seligman,4.17,40
Allis,Raychel,3.48,25
Evaleen,Hunfredo,2.92,29
Marcelline,Billye,4.58,26
Roxane,Wandie,3.4,36
Cyndie,Lewes,3.05,36
Winny,Bibi,4.24,38
Babita,Sandye,2.26,11
Rivalee,Connelly,3.15,14
Constance,Ciro,4.46,26
Mara,Valerio,3.94,18
Marcy,Bronk,2.39,19
Rubie,Sasnett,2.76,39
Esmeralda,Devlen,2.19,20
Korrie,Garbe,3.74,20
Katharina,Leler,5,35
Rori,Mendez,2.94,33
Chrystel,Rese,4.5,33
Fanchon,Vivle,2.92,39
Selia,Bobbee,2.87,13
Mallory,Stelle,2.61,22
Tonia,Alrich,4.29,28
Kerrin,Andrel,2.75,36
Dode,Amethist,3.03,19
Priscilla,Howlyn,4.93,14
Cyb,Sekofski,3.34,25
Doralynne,Michella,4.6,28
Orelia,Neva,4.8,12
Aurore,Eiser,2.11,39
Ekaterina,McGrody,2.2,23
Correy,Barrus,4.82,18
Aeriela,Randene,2.46,39
Korrie,Birdella,2.22,31
Valli,Letsou,4.05,32
Melina,My,4.96,10
Arabel,Sammons,4.48,39
Shirlee,Wenoa,2.2,16
Rani,Magnolia,3.89,15
Gianina,Ummersen,4.12,29
Calla,Toor,2.32,12
Nannie,Morehouse,2.4,36
Maud,Sabella,4.81,29
Judy,Zetta,2.11,19
Mireielle,Redmond,4.55,40
Lorie,Standing,4.57,16
Ardys,Kellby,3.1,29
Valli,Goerke,2.33,31
Teriann,Paton,4.54,17
Karly,Greenwald,2.94,36
Valera,Pozzy,2.17,17
Queenie,Niles,3.85,39
Priscilla,Jenness,3.07,30
Leontine,Sisile,4.1,34
Neila,Pettiford,2.26,14
Paulita,Fancie,2.69,40
Veda,Maurine,3.01,24
Merci,Gibbeon,2.61,38
Kerrin,Alva,4.01,12
Ashlee,Cressida,2.24,34
Marnia,Kazimir,3.46,29
Correy,Goth,3.57,12
Julieta,Orlene,2.69,33
Cyndie,Johnsson,4.58,30
Nariko,Judye,4.89,30
Clo,Felizio,2.41,20
Liana,Naashom,4.24,21
Jeanna,Meli,4.26,10
Imojean,Idelia,2.06,11
Ninnetta,Seligman,2.41,40
Elfreda,Salchunas,4.65,13
Libbie,Suzetta,2.02,35
Tybie,Verger,3.19,38
Jinny,Allare,2.47,34
Carmencita,Vharat,4.57,33
Frieda,Gombach,3.37,30
Doro,Brunell,4.79,25
Benita,Hamil,2.45,39
Ilse,Celestine,4.09,36
Rubie,Cloris,3.45,40
Sindee,Grayce,3.53,21
Linet,Vorster,4.64,23
Monika,Arne,4.01,21
Angela,Maurine,4.49,40
Laure,Gombach,2.55,14
Ana,Pascia,4.44,12
Viviene,Charity,3.12,17
Jaclyn,Levey,4.9,18
Gisela,O'Neill,2.16,28
Kittie,Atcliffe,3.78,22
Hildegaard,Maiah,4.33,35
Ashlee,Yerkovich,2.36,40
Hannis,Waite,2.97,15
Olivette,Fabiola,4.92,20
Leontine,Catie,2.17,34
Gavrielle,Lindemann,3.69,30
Elsie,Dalli,2.53,13
Devina,Chesna,2.93,26
Ariela,Bury,2.4,33
Merle,Bouchard,2.98,26
Kore,Colyer,3.6,29
Sadie,Madelene,2.71,28
Marika,Kiersten,4.7,38
Jacenta,Obed,3.49,12
Dorene,Sothena,3.62,31
Bernardine,Dichy,2.07,37
Betta,Charmine,4.65,37
Leontine,Thilda,2.4,25
Vonny,Goerke,4.66,38
Magdalena,Chauncey,3.75,14
Lynnea,Sherfield,2.55,24
Stevana,Ferrell,2.07,19
Philis,Imelida,4.48,15
Claresta,Jess,4.06,13
Kalina,Winnick,4.19,39
Larine,Poppy,4.37,10
Steffane,Izaak,3.9,21
Liana,Jotham,4.62,12
Melina,Destinee,2.12,16
Ezmeralda,Dannye,2.15,35
Vita,Jethro,4.68,20
Marylou,Zamora,4.5,18
Marinna,Dahlia,2.38,35
Concettina,Peonir,3.35,38
Robbi,Leonard,4.32,15
Donnie,Hurley,3.15,28
Vevay,Stelle,2.22,23
Sheree,Yerkovich,3.84,22
Pearline,Fontana,4.01,18
Marcy,Rhu,2.05,17
Inga,Brenn,4.91,18
Ebonee,Pearse,4.49,15
Ermengarde,Saree,3.34,10
Sabina,Geffner,4.88,13
Marti,Yuille,3.86,34
Lita,Erminia,3.72,38
Ayn,Olnee,3.57,17
Selia,Ricarda,2.15,35
Marinna,Lucienne,2.4,19
Etta,Neils,2.84,25
Eadie,Egbert,4.11,20
Darlleen,Schenck,4.73,39
Roseline,Carvey,4.16,29
Gretal,Erich,4.3,38
Selma,Han,3.09,32
Gaylene,Nahum,2.03,18
Marcelline,Minetta,4.91,29
Gilligan,Bultman,3.04,40
Fina,Fabiola,3.59,17
Paule,Sallyann,4.01,11
Mara,Bibi,2.69,24
Morganica,Bennie,3.37,38
Adriana,Blase,4.38,35
Corina,Fontana,3.51,24
Misha,Carolin,2.2,28
Charlena,Odell,4.21,16
Gertrud,Giule,3.13,21
Krystle,Munn,4.03,24
Gloria,Franza,3.04,20
Emma,Christine,4.81,37
Chickie,Egbert,4.74,24
Leona,Brieta,4.73,28
Phedra,Camden,4.04,34
Rani,Damarra,4.19,36
Maurene,Truc,3.81,33
Joane,Beniamino,4.52,21
Diena,Martguerita,4.64,26
Molli,Bouchard,4.8,36
Letizia,Stoller,4.39,14
Winny,Schonfeld,2.53,40
Barbi,Carri,2.39,23
Lenna,Cottle,2.31,19
Leeanne,Lail,3.35,39
Alyda,Klotz,4.62,22
Mignon,Bartlett,2.65,30
Almeta,Tengdin,3.3,25
Cindelyn,Brunell,4.64,20
Ronna,Septima,3.59,12
Constance,Jary,4.73,35
Letizia,Justinn,4.57,39
Amara,Delacourt,3.77,34
Audrie,Halla,3.15,12
Gilda,Nore,2.73,11
Marnia,Calhoun,4.68,30
Netty,Chobot,3.8,24
Fayre,Sasnett,2.93,37
Grier,Wenda,2.83,16
Kirstin,Bebe,2.78,33
Dawn,Brandice,4.84,25
Janis,Allina,4.5,26
Nadine,Shuler,3.81,39
Leia,Lilas,3.85,16
Codie,Sekofski,2.55,20
Barbi,Stephie,2.4,28
Genovera,Radu,3,34
Mildrid,Euridice,4.99,28
Cathyleen,Delacourt,3.44,19
Jillayne,Phaidra,4.99,17
Lizzie,Wesle,3.23,11
Renae,Carey,4.57,34
Annecorinne,Merell,2.56,37
Jobi,Carleen,4,25
Cissiee,Lesley,2.37,30
Fina,Brady,4.17,20
Modestia,Dex,4.17,14
Lisette,Slifka,3.93,29
Annice,Ortrude,4.76,13
Livvyy,Infield,3.51,18
Fidelia,Read,4.68,20
Rozele,Colbert,4.79,38
Sean,Maples,2.81,25
Dania,Ahab,2.92,34
Lusa,Aaberg,3.59,25
Christal,Marisa,3.83,20
Viviene,Voletta,2.77,38
Talya,Weide,3.57,38
Wilma,Annabella,2.93,31
Mellicent,Slifka,2.59,10
Laure,Caitlin,4.44,25
Lily,Revkah,3.4,29
Emma,Wadell,4.89,32
Ezmeralda,Latini,4.95,17
Ivett,Kazimir,4.93,28
Kristina,An,3.86,29
Jsandye,Alabaster,2.69,11
Nollie,Greenwald,2.71,22
Melisent,Pozzy,2.85,28
Fina,Harned,4.83,31
Leona,Monk,3.12,21
Candi,Kamaria,4.95,29
Helena,Bevin,4.03,40
Blinni,Bollay,4.74,30
Hermione,McAdams,3.76,22
Madelle,Burkle,4.91,25
Belinda,Garek,3.76,35
Dorthy,Johnsson,4.1,10
Tressa,Ogren,4.91,30
Meriel,Nore,3.36,30
Kalina,Chobot,3.57,24
Merrie,Sisile,2.07,11
Delilah,Lewes,2.23,19
Ingrid,Rustice,2.18,13
Rivalee,Klemperer,3.1,33
Clary,Goerke,3.69,40
Madelle,Clarissa,3.64,23
Paule,Raama,2.41,37
Shaine,Suzetta,4.46,32
Carilyn,Gilbertson,3.21,10
Annabela,Kauppi,2.92,36
Tina,Gaulin,4.83,29
Linet,Riva,3.38,40
Charmaine,Himelman,4.08,37
Christy,Salvidor,2.8,15
Brooks,Rodmann,2.03,35
Jessy,Glovsky,2.55,35
Aeriela,McAdams,3.57,32
Roseline,Shirberg,3.64,19
Concettina,Brodench,4.61,28
Ingrid,Moseley,2.81,29
Ericka,Clarissa,2.84,27
Alyssa,Yorick,4.4,15
Gaylene,Salchunas,3.56,20
Kalina,Destinee,4.28,11
Carolina,Goerke,3.01,23
Jenda,Laverne,2.25,18
Lesly,Goth,2.91,18
Elora,Japeth,3.64,23
Lily,Durware,2.74,22
Janey,Lorain,3.32,12
Carree,Craggie,3.24,37
Claudina,Dimitris,3.23,18
Zsa Zsa,Urias,3.51,23
Cherilyn,Narton,3.2,35
Corry,Anderea,3.77,23
Luci,Medrek,2.86,12
Fina,Narton,3.02,27
Hayley,Billye,4.27,37
Kirstin,Center,2.64,26
Therine,Ciapas,4.48,27
Coral,Eliathas,2.51,35
Anica,Nerita,2.59,17
Lulita,Sparhawk,3.32,22
Halette,Vernier,2.83,25
Cathyleen,Baudin,2.72,38
Layla,Rudolph,2.93,24
Katharina,Genna,4.69,15
Jere,Duwalt,3.06,11
Suzette,Swanhildas,4.76,27
Charlena,Rosette,4.4,32
Frank,Aprile,2.74,39
Jobi,Pierette,3.92,35
Elora,Goddard,2.24,34
Gratia,Pip,2.45,22
Vonny,Odysseus,4.51,17
Cassondra,Gusella,4.06,25
Abbie,Bohlin,3.3,20
Tarra,Yorick,3.42,39
Alexine,Faso,2.21,36
Alie,Lipson,2.81,16
Anica,Waite,3.84,22
Edyth,Brackely,4.93,21
Miquela,Granoff,3.8,33
Talya,Tippets,3.46,26
Kathi,Jethro,4.76,22
Lizzie,Pettiford,3.44,15
Eve,Marisa,4.57,15
Fredericka,Howlyn,4.16,24
Lorenza,Lay,2.21,19
Cam,Ries,4.06,35
Ekaterina,Bahr,3.12,40
Gloria,Trace,4.84,18
Donnie,Nedrud,3.31,34
Nita,Ries,3.82,17
Ira,Alrich,4.86,34
Albertina,Dash,3.52,26
Elora,Allys,4.3,21
Karlee,Fadiman,4.65,30
Dorthy,Pettiford,4.21,25
Thalia,Alwin,3.2,35
Elise,Dulciana,4.87,38
Elfreda,Geffner,4,33
Clarice,Dosia,2.54,28
Teddie,Lipson,3.62,26
Betta,Berne,4.25,10
Frances,Heisel,3.59,17
Ardys,Kesley,3.47,28
Dorice,Shanley,4.42,28
Andree,Grayce,4.25,10
Korrie,Levey,3.81,15
Gusty,Reidar,3.99,30
Sadie,Hashim,4.79,39
Marcy,Toffic,3.64,13
Carree,Radu,2.31,11
Lanna,Anastatius,2.69,27
Gaylene,Granoff,2.64,19
Pollyanna,Cosenza,4.77,11
Caressa,Craggie,4.09,19
Oona,Land,2.78,16
Berget,Kamaria,3.87,24
Ellette,Stuart,3.19,35
Lusa,Faro,2.94,35
Kathy,Daegal,3.17,33
Di,Westphal,4,13
Carmela,Taam,3.24,35
Tersina,Seumas,4.99,11
Tybie,Wallis,4.36,13
Lorie,Mitzi,4.71,13
Alleen,Rona,4.62,37
Rosaline,Howlyn,2.68,34
Laure,Xerxes,4.79,37
Calla,Means,3.91,12
Lulita,Orelee,4.61,29
Leia,Merell,3.12,11
Raquela,Ferrell,4.94,40
Ardeen,Aaberg,3.8,17
Goldie,Seessel,2.36,28
Devina,Rosemary,3.88,39
Glynnis,Hermes,3.6,37
Frank,Meli,3.69,31
Meriel,Gower,3.87,15
Pierette,Birdella,3.83,26
Kalina,Modie,3.86,34
Maryellen,Pond,3.47,33
Ardys,Cornelia,2.03,35
Jackie,Firmin,3.28,24
Rori,Meter,4.32,35
Rochette,Laverne,4.41,37
Hope,Rogerio,4.6,38
Aeriela,Suzetta,2.44,14
Wynne,Astra,2.75,32
Mignon,Ferrell,3.18,23
Atlanta,Weitman,2.45,14
Jerry,Redmond,3.3,27
Randa,Francene,4.34,13
Brynna,Virgin,2.02,16
Veda,Henebry,4.43,16
Gale,Travax,4.58,39
Ursulina,Thad,3.01,16
June,Niles,2.24,22
Danika,Nahum,4.76,40
Justinn,Curren,3.97,33
Tera,Shaddock,2.23,27
Hermione,Tyson,2.35,11
Lucy,Virgin,4.59,30
Almeta,Riordan,4.69,35
Celestyna,Ax,4.01,28
Courtnay,Bluh,3.82,37
Ileana,Carbo,3.21,40
Felice,Howlyn,4.19,25
Ezmeralda,Bennie,2.53,26
Jobi,Lenny,4.72,34
Carmela,Zeeba,3.62,20
Mamie,Mallon,3.48,33
Fina,Tatianas,4.74,23
Fernande,Donell,3.73,18
Morganica,Peonir,4.03,17
Christal,Nicoline,4.49,20
Elie,Burch,4.26,22
Karena,Hartnett,4.33,33
Sheelagh,Natica,2.86,10
Leia,Euridice,4.22,33
Ilse,Flita,3.45,24
Rebeca,Annice,3.26,36
Elka,Margarete,2.32,26
Margarette,Yuille,4.68,39
Florie,Kaja,2.68,29
Ashlee,Lipson,2.24,24
Jaime,Iaverne,3.07,11
Sandie,Ranjiv,4.48,21
Emmey,Konyn,4.35,34
Michaelina,Whittaker,4.91,21
Dania,Abernon,3.57,20
Max,Kravits,3.66,11
Gilligan,Truc,3.97,27
Ilse,Granoff,4.97,36
Jany,Leler,2.69,19
Sheree,Bethany,3.39,24
Alia,Damarra,2.03,37
Justinn,Rhu,4.09,19
Malina,Esmaria,4.11,32
Elie,Drus,2.53,39
Blake,Richers,3.51,34
Leanna,Lareena,4.2,10
Lulita,Georgy,4.67,26
Frances,Kalinda,4.35,27
Silvana,Natica,4.73,33
Marcelline,Orpah,4.17,16
Brandise,Payson,2.36,21
Ilse,Forrer,2.67,33
Valeda,Holtz,3.89,34
Regina,Solitta,3.95,27
Violet,Warthman,2.69,14
Stacey,Linskey,4.47,22
Kial,Marijo,2.86,14
Elora,Honoria,3.36,12
Jinny,Eiser,3.55,33
Carilyn,Schwejda,2.03,22
Fredericka,Brodench,3.86,22
Sibella,Marisa,4.24,37
Lolita,Allys,3.82,32
Rosene,Jary,3.08,16
Vonny,Emmy,3.35,34
Peri,Anis,4.95,23
Janey,Hartnett,3.24,11
Ezmeralda,Erskine,4.39,21
Nikki,Marisa,3.52,31
Bibby,Voletta,2.42,15
Shell,Bronk,4.1,38
Gertrud,Alexandr,4.63,19
Jinny,Lenny,3.67,39
Max,Madelene,4.32,32
Valera,Jeanne,4.65,40
Charmaine,Mozelle,4.52,25
Luci,Jacqui,2.83,14
Barbara,Trace,2.49,33
Verla,Madelene,3.39,13
Kristan,Irmine,4.52,33
Maud,Romelda,4.24,14
Jennica,Gwenore,3.27,30
Averyl,Brittani,3.13,29
Madalyn,Cavan,4.5,31
Mariann,Wenda,4.36,40
Aurore,Melleta,3.05,22
Tera,Nikaniki,2.66,35
Suzette,Jorgan,3.95,12
Marcy,Blase,3.95,24
Gwenneth,Gaspard,2.07,21
Bibby,Thilda,4.36,34
Deane,Grosz,3.34,21
Selma,Kimmie,2.53,40
Vinita,Ortrude,2.31,24
Corina,Atonsah,2.16,11
Jemie,Seagraves,3.81,14
Dianemarie,Ursulette,2.56,34
Rori,LaRue,3.79,10
Ginnie,Jethro,3.74,34
Daune,Seumas,4.31,28
Allis,Infield,4.69,13
Paule,Flyn,2.39,26
Candy,Merriott,4.81,18
Karly,Lorain,3.48,24
Hope,Henebry,2.49,21
Adelle,Ricki,3.34,18
Helsa,Drus,4.19,26
Marita,Rooney,3.56,37
Sara-Ann,Penelopa,2.37,30
Dale,Emerson,2.94,34
Shauna,Guthrie,3.78,33
Jenda,Monk,4,11
Mathilda,Reidar,3.82,37
Viki,Garlinda,3.35,19
Averyl,Zenas,2.62,29
Harmonia,Terrence,4.96,10
Berta,Slifka,2,17
Philis,Alfons,3.8,23
Hope,Hailee,3.91,31
Marcy,Loeb,3.94,30
Frank,Malanie,2.33,34
Jeanna,Kristi,2.47,40
Margarette,Tryck,4.53,23
Starla,Eno,3.88,22
Korrie,Turne,4.95,34
Kamilah,Kylander,2.34,21
Yetty,Gaulin,4.79,20
Lusa,Lorain,2.49,38
Cacilie,Kare,3.03,27
Misha,Narton,2.45,11
Steffane,Salvidor,3.14,34
Anthia,Tippets,4.51,12
Jsandye,Telfer,2.24,27
Elora,Simmonds,2.12,20
Consuela,Egbert,3.49,19
Kary,Donell,2.47,12
Candy,Taam,3.42,31
Kalina,Arathorn,2.53,29
Mariann,Jeanne,2.29,11
Shauna,Verger,3.08,35
Maud,Heisel,2.89,37
Lesly,Hurley,2.62,37
Kristina,Stanwood,4.57,35
Neila,Alcott,4.6,25
Elfreda,Adrienne,4.91,10
Modestia,Pozzy,2.94,19
Lanna,Creamer,3.24,14
Hallie,Wallis,4.99,13
Kylynn,Kiyoshi,3.38,30
Hyacinthe,Flita,3.42,26
Sybille,Alcott,2.52,39
Feliza,Alisia,3.57,18
Claudina,Baylor,2.43,25
Lizzie,Kat,4.06,37
Heida,Arley,2.55,22
Pearline,Lory,2.75,13
Christal,Bivins,3.57,14
Constance,Philoo,4.64,14
Sherrie,Croix,4.62,11
Bettine,Romelda,4.1,29
Bobinette,Greenwald,3.21,37
Bobinette,Swanhildas,4.85,30
Charissa,Phi,3.84,23
Jordan,Garlinda,2.6,24
Minda,Mitzi,2.95,39
Bernardine,Lumbard,3.8,30
Jere,Sholley,2.75,15
Zaria,Diogenes,2.86,24
Gisela,Fax,3.75,32
Dode,Schenck,4.79,25
Alyda,Jotham,2.1,40
Nita,Evangelia,3.89,16
Andree,Quent,3.49,39
Priscilla,Lorenz,3.96,24
Dacia,Bryna,4.48,11
Ginnie,Rubie,4.46,25
Kenna,Valerio,3.33,26
Leanna,Delacourt,3.3,11
Kirstin,Laverne,3.98,24
Dale,Goerke,2.35,19
Allyce,Leler,3.42,23
Dania,Vacuva,2.87,31
Dawn,Olnee,3.69,36
Charlena,Stephie,2.29,15
Gui,Tryck,3.51,25
Elvira,Liva,4.62,33
Laure,Fredi,4.97,35
Jemie,Vary,2.9,17
Andeee,Ries,2.3,36
Di,Wyn,4.04,27
Candi,Rustice,3.94,30
Phedra,Huggins,3.38,29
Corene,Roxanna,4.75,36
Cordi,Kauppi,2.41,39
Daryl,Randene,2.22,26
Neila,Fiann,3.5,20
Jessy,Dorothy,3.74,38
Sherrie,Helve,4.96,13
Ursulina,Stephie,3.53,17
Bertine,Poppy,3.13,37
Jinny,Ingra,3.55,24
Beth,Scammon,2.94,37
Devina,Margarete,4.22,18
Estell,Zetta,3.86,19
Alleen,Loleta,2.87,12
Gratia,Adamsen,3.66,22
Willetta,Franza,2.85,12
Leia,Kirbee,4.83,39
Penelopa,Drisko,2.21,14
Alleen,Gaspard,3.94,27
Courtnay,Ariella,3.53,26
Trixi,Georgy,4.7,14
Bobbi,Nore,4.5,18
Loree,Odell,3.39,16
Marika,Tengdin,2.09,12
Grier,Rubie,2.26,28
Beverley,Carri,2.79,16
Steffane,Delp,2.86,35
Lory,Billye,4.81,14
Britni,Maisey,4.73,36
Corene,Sekofski,4.58,39
Elena,Grosz,2.2,26
Deedee,Harriman,2.23,23
Gui,Peg,2.62,13
Roseline,Eben,3.47,28
Bobinette,Terrence,2.59,32
Merci,Noelyn,4.64,28
Gianina,Eachern,2.26,13
Janenna,Dermott,2.27,31
Tonia,Cyrie,2.16,26
Liana,Zenas,3.08,38
Vere,Emmaline,3.95,40
Selia,Craggie,4.54,23
Bibby,Niccolo,2.69,23
Adelle,Anastatius,4.92,10
Almeta,Dimitris,3.34,26
Zsa Zsa,Othilia,3,27
Linet,Brittani,5,30
Audrie,Mott,2.58,33
Juliane,Weaks,3.77,20
Henriette,Israeli,2.69,15
Sheelagh,Gahl,4.6,22
Farrah,Jaylene,2.52,15
Stevana,Baudin,2.01,25
Jean,Bouchard,3.33,11
Brooks,Mehalek,4.47,32
Kary,Autrey,2.5,32
Fidelia,Faro,4.52,20
Eugine,Kaja,4.59,22
Ayn,Telfer,4.1,11
Nelle,Beebe,4.12,11
Abbie,Sibyls,3.22,12
Leona,Dosia,3.17,18
Karena,Slifka,3.93,36
Sissy,Sothena,3.42,23
Celestyna,Adamsen,3.19,14
Lexine,Ruvolo,2.38,36
Tybie,Ferino,2.48,18
Kimberley,Joli,4.75,14
Hayley,Raul,3.85,26
Gui,Jaylene,2.02,16
Carmela,Kathie,2.05,13
Ilse,Blase,4.62,28
Sidoney,Jorgan,2.67,14
Nanete,Jenness,3.79,30
Marsiella,Corabella,2.47,28
Rori,Philoo,3.6,34
Felice,Cath,2.88,29
Goldie,Klotz,2.28,14
Gusella,Maurine,2.66,11
Aili,Trace,4.25,17
Dulce,Glovsky,2.55,10
Maurene,Carri,4.51,17
Mahalia,Muriel,3.41,10
Tani,Scammon,3.27,17
Cyndie,Munn,4.08,31
Pearline,Vastah,4.35,15
Asia,Henrie,3.66,31
Renie,Tryck,2.56,28
Gretal,Hashim,3.53,40
Anica,Talia,2.08,38
Cyndie,Shirberg,3.58,20
Dominga,Kevon,4.94,35
Blondelle,Stefa,4.7,35
Dorene,Parsaye,2.55,21
Karina,Keelia,4.43,39
Elena,Wu,3.53,37
Noelle,Lutero,4.63,14
Christian,Charity,4.79,10
Aigneis,Kamaria,4.78,12
Ardys,Trinetta,2.3,26
Gisela,Heidt,4.64,13
Willetta,Catie,4.92,18
Josephine,Olin,3.72,32
Emelina,Bibi,3.19,38
Ayn,Bates,4.63,14
Rhoda,Fredi,4.44,32
Lucille,Malvino,2.74,25
Lauryn,Si,3.22,34
Shaylyn,Japeth,2.55,12
Karina,Boycey,4.89,15
Robbi,Pandolfi,4.22,14
Sarette,Braun,4.74,17
Veda,Pip,3.18,27
Monika,Tybald,3.73,19
Margette,Mozelle,3.68,28
Nannie,McGrody,3.56,25
Nessie,Hillel,2.07,38
Lizzie,Rillings,3.09,21
Mahalia,Pyle,4.6,24
Hayley,Gamaliel,4.15,23
Meghann,Uund,4.46,24
Yetty,Sisile,4.06,33
Jaime,Emerson,2.96,34
Rosene,Llovera,3.77,22
Lesly,Horan,4.07,38
Tami,Michella,4.79,35
Dagmar,Dannye,3.81,24
Cathyleen,Kunin,4.55,38
Ardenia,Etom,3.24,14
Lila,Georgy,2.79,23
Devina,Florina,3.79,40
Andree,Jerold,2.67,11
Ursulina,Chandler,2.57,31
Genevra,Schroth,3.61,14
Brena,Whittaker,4.32,32
Harrietta,Philipp,2.45,14
Joy,Dulciana,4.74,30
Valli,Alva,3.87,40
Etta,McNully,4.19,27
Daryl,Hutchison,4.84,32
Janenna,Raimondo,3.77,20
Veda,Georas,3.97,20
Roz,Margret,3.92,21
Alie,Valoniah,2.96,21
Drucie,Luhe,2.26,14
Rhoda,Hourigan,2.1,16
Nadine,Eldrid,4.21,13
Chloris,Wesle,2.87,24
Lyssa,Jena,3.78,23
Karena,Mehalek,4.54,18
Cissiee,Marden,4.1,17
Damaris,Mendez,4.85,21
Ayn,Thema,2.17,20
Meg,Erich,3.5,15
Maurene,Leifeste,4.61,38
Lizzie,Suanne,2.17,18
Aaren,Zetta,4.19,23
Elfreda,Llovera,4.87,33
Mary,Ciapas,4.27,36
Nerta,Regan,2.13,26
Aubrie,Burch,3.51,31
Marcy,Lymann,3.32,15
Heddie,Palocz,3.92,16
Wileen,Atonsah,3.92,32
Belinda,Chobot,3.82,29
Pamella,Anselmi,3.57,39
Valeda,Honoria,4.89,11
Genevra,Riordan,3.88,11
Lesly,Demitria,3.87,28
Minne,Fadiman,2.65,15
Nelle,Quent,4.18,31
Belinda,Milson,4.51,32
Catharine,Trace,3.03,17
Jean,Bohlin,4.36,31
Ninnetta,Bouchard,3.69,12
Anestassia,Docilla,3.86,29
Nerta,Bertold,2.68,22
Amii,Donoghue,2.35,33
Catharine,Remmer,4.1,28
Kathi,Kristi,2.33,14
Aeriela,Gino,4.75,26
Rhea,Crudden,4.29,23
Suzette,Billye,3.83,15
Althea,Cosenza,4.14,30
Mireielle,Barrus,2.28,39
June,Primalia,3.24,10
Teddie,Infield,4.56,27
Jenilee,Monaco,4.57,10
Ronna,Stilwell,4.98,29
Molli,Colp,4.24,14
Lorenza,Bebe,4.82,28
Jessamyn,Natalia,3.49,30
Aubrie,Wenoa,2.24,16
Aili,Ball,4.36,15
Tybie,Neils,3.37,37
Roseline,Kannry,3.21,32
Alexine,Kenwood,4.79,13
Barbara,Bryna,3.48,25
Ilse,Judye,3.98,39
Deirdre,Delila,2.46,23
Elvira,Ledah,2.19,40
Eolanda,Alfons,3.14,12
Yvonne,Ellerey,4.83,38
Elora,Gaulin,4.56,27
Genovera,Mozelle,4.97,15
Angelique,Noelyn,4.46,40
Dari,Diann,4.64,24
Dominga,Kevon,2.01,21
Yetty,Regan,3.72,24
Lizzie,Iphlgenia,2.24,32
Felice,Earlie,3.15,15
Emma,Moina,3,28
Susan,Armanda,4.64,40
Marnia,Laverne,2.71,11
Brena,Cath,2.96,39
Desirae,Penelopa,4.53,18
Cissiee,Bevin,3.93,40
Olwen,Screens,3.74,16
Agnese,Seessel,3.97,16
Cherrita,Roscoe,3.08,30
Luci,Melan,2.99,28
Ashlee,Publia,2.56,27
Claudina,Auberbach,2.51,13
Minda,Zamora,3.36,25
Julieta,Mayeda,4.19,35
Augustine,Emmaline,3.67,33
Magdalena,Dearborn,3.73,24
Alie,Reidar,3.7,39
Rivalee,Daveta,2.44,37
Ira,Monaco,4.9,16
Mara,Shanley,4.56,16
Joelly,Lenny,3.27,28
Charissa,Bach,2.36,25
Lauryn,Brackely,3.93,18
Drucie,Travax,4.76,23
Carmela,Atonsah,3.29,33
Mady,Damarra,4.28,12
Hallie,Danby,3.69,30
Konstance,Elbertina,3.04,23
Ethel,Toor,4.44,36
Evita,Brenn,4,39
Kassey,Caitlin,4.43,33
Emilia,Braun,4.16,40
Farrah,Charmine,2.63,28
Melodie,Prober,4.68,26
Kenna,Charity,4.54,12
Lynde,Percy,4.06,28
Fanny,Roche,3.5,13
Di,Matthew,3.16,24
Marnia,Posner,4.11,20
Adelle,Tacye,2.14,27
Marsiella,Pozzy,2.29,25
Annice,Ashok,4.08,14
Candy,Saint,4.33,34
Konstance,Mitzi,2.64,19
Ivett,Barrus,2.8,19
Oralee,Ajay,4.27,24
Carree,Killigrew,4.26,14
Marita,Luhe,4.52,23
Carol-Jean,Ivens,3.56,26
Steffane,Uird,4.36,40
Verla,Noam,4.34,38
Chere,Gaynor,2.98,21
Xylina,Bergman,3.58,35
Darci,Joni,4.26,37
Hayley,Dalli,3.48,38
Misha,Jacinda,3.93,17
Kristan,Wind,4.52,38
Elena,Madelene,4.56,25
Amelia,Naor,4.12,12
Dode,Shields,4.16,15
Elie,Bandeen,4.19,10
Claudina,Leonard,4.09,31
Dale,Kimmie,2.43,13
Mady,Euridice,2.89,23
Olivette,Arley,3.35,21
Caressa,Claudine,3.64,24
Judy,Merna,4.13,26
Jillayne,Afton,2.75,35
Dale,Jacobah,3.54,26
Binny,Rooney,4.55,23
